-61.99280194,1.44316E-06
-58.27397905,1.44669E-06
-54.55541801,1.4496E-06
-50.8382316,1.4493E-06
-47.12111066,1.44885E-06
-43.50424698,1.45102E-06
-39.68346489,1.4559E-06
-35.96608211,1.45606E-06
-32.37488825,1.45748E-06
-28.53004227,1.45936E-06
-24.8109881,1.46343E-06
-21.09295073,1.46512E-06
-17.30538698,1.47135E-06
-13.68938737,1.4715E-06
-9.936351158,1.47601E-06
-6.216022714,1.48306E-06
-2.497854422,1.48506E-06
0.84051975,1.48796E-06
4.938118084,1.4882E-06
7.978144308,1.48489E-06
13.04206591,1.47285E-06
14.20868475,1.43503E-06
16.23583204,1.35483E-06
17.62202603,1.31681E-06
18.23080507,1.27843E-06
19.36406918,1.24163E-06
21.00854543,1.13583E-06
21.59589095,1.08683E-06
22.37152178,1.03031E-06
22.97200422,9.86E-07
23.63055078,9.45E-07
24.1500555,8.96E-07
24.93690312,8.39E-07
25.87316931,7.89E-07
26.081064,7.49E-07
26.4020867,7.09E-07
27.0585331,6.63E-07
27.49016361,6.19E-07
27.99709545,5.66E-07
28.72185068,5.23E-07
29.44041348,4.64E-07
30.08064673,4.21E-07
30.40292952,3.84E-07
31.14566202,3.43E-07
31.93779002,2.98E-07
32.99757293,2.48E-07
33.62500729,2.14E-07
35.90096389,1.73E-07
37.64640156,1.34E-07
40.73704465,9.74E-08
44.20390511,5.88E-08
47.91149083,3.60E-08
51.87661749,2.28E-08
54.99947491,1.56E-08
59.05070008,6.21E-09
62.7665773,2.84E-09
66.48396008,3.00E-09
70.20134287,3.16E-09
73.91820197,2.09E-09
77.63538838,1.79E-09
79.66305171,1.88E-09
86.42251863,3.54E-09
